URL,Title,Rating,Reviews,Original Price,Price,Price/Oz,SNAP Eligible
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Swedish Meatballs Bowl, Frozen Meals, 11.5 oz, (frozen)",4.2,"1,790",,$4.39,$0.38,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Italiano Lasagna With Ricotta Cheese Meal to Share, Frozen Meal, 31 oz",4.3,542,,$7.49,$0.24,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Garden Tomato Four Cheese Ravioli Bowl, Frozen Meal, 11 OZ",4.3,"1,507",,$3.99,$0.36,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Salisbury Steak With Roasted Potatoes, Frozen Meal, 14 oz",4.4,"1,884",,$4.49,$0.32,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Fettuccini With Chicken and Broccoli, Frozen Meal, 13 oz",4.5,"3,862",$4.59,$3.99,$0.31,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,"Lean Cuisine Frozen Meal Chicken in Sweet BBQ Sauce, Protein Kick Microwave Meal, Microwave Chicken Dinner, Frozen Dinner for One, 8.5 oz",4.3,933,,$3.79,$0.45,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,Lean Cuisine Favorites Five Cheese Rigatoni Frozen Meal,4.5,"2,546",,$3.49,$0.35,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,"Lean Cuisine Marketplace, Tortilla Crusted Fish Vegetables and Rice, Meal Entrees, 8 Oz",4.4,765,,$3.99,$0.50,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,Lean Cuisine Favorites Glazed Turkey Tenderloins Frozen Meal,4.4,959,,$3.99,$0.44,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,"Lean Cuisine Frozen Meal Meatloaf with Mashed Potatoes, Protein Kick Microwave Meal, Meatloaf Dinner, Frozen Dinner for One",4.4,"3,453",,$3.79,$0.40,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,Lean Cuisine Cheese Ravioli Frozen Meal,4.4,"2,130",,$3.59,$0.42,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,"Lean Cuisine Features Herb Roasted Chicken Frozen Meal, meals-entrees, 8 Oz",4.4,"1,680",,$3.79,$0.47,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,Lean Cuisine Favorites Spaghetti With Meat Sauce Frozen Meal,4.5,"2,075",,$3.79,$0.33,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,"Lean Cuisine Frozen Meal Ricotta Cheese Spinach Ravioli, Protein Kick Microwave Meal, Cheese and Ravioli Dinner, Frozen Dinner for One, 8 oz",4.4,"1,772",$4.39,$3.79,$0.47,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,Lean Cuisine Features Chicken Parmesan Frozen Meal,4.3,"1,904",,$3.79,$0.35,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,Lean Cuisine Favorites Spaghetti With Meatballs Frozen Meal,4.4,"1,220",,$3.59,$0.38,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Salisbury Steak Individual Frozen Meal,4.5,"4,896",,$3.79,$0.39,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,"STOUFFER'S Chicken à la King, Frozen Meal",4.4,"1,312",,$3.79,$0.33,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,"STOUFFER’S CLASSICS Macaroni & Cheese, Frozen Meal",4.6,"2,437",$3.99,$3.49,$0.29,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,"Stouffer's, Roast Turkey Vegetable Potato Stuffing, 16oz.",4.4,930,,$5.39,$0.34,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Swedish Meatballs Frozen Meal,4.4,"3,153",,$3.79,$0.33,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,"STOUFFER'S CLASSICS Chicken Fettuccini Alfredo, Frozen Meal, 10.5 Ounce",4.6,"1,842",,$3.79,$0.36,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,"Stouffer's, Meatloaf & Mashed Potatoes 16oz.",4.5,"1,609",$5.99,$5.39,$0.34,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Fried Chicken Frozen Meal,4.3,"1,180",$4.29,$3.79,$0.43,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Family Size Lasagna with Meat Sauce Frozen Meal,4.6,"3,639",,$10.99,$0.29,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,"Stouffer's Classics, Rigatoni with Chicken Entree Chicken, 8.38oz.",4.5,"1,113",,$3.79,$0.45,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,"Stouffer's, Meatloaf & Mashed Potatoes, 9.88oz.",4.5,"3,266",,$3.79,$0.38,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Family Size Meatloaf Frozen Meal,4.4,"1,824",$12.49,$11.29,$0.34,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Frozen Meal, Steak & Roasted Potatoes, Packed with Protein, 11.9 oz",4.4,"1,622",,$4.49,$0.38,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Tender Ginger Beef and Broccoli Bowl, Frozen Meal, 11.8 oz",4.3,"4,868",,$3.99,$0.34,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Turkey and Stuffing Meal to Share, Frozen Meal, 24 oz",4.3,941,,$7.49,$0.31,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Meat Loaf and Gravy, Frozen Meal, 12.4 oz",4.4,"2,392",,$3.99,$0.32,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Beef Shepherd's Pie, Frozen Meal, 11.5 oz",4.0,"1,580",,$3.99,$0.35,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Chicken Pot Pie, Frozen Meal, 4 Pack (10 oz Each)",4.7,891,$14.79,$13.29,$0.33,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Frozen Meal, Turkey Pot Pie, 15 oz",4.5,"1,425",,$4.69,$0.31,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Coconut Cream Pie Frozen Dessert, 30.3 oz",4.4,"1,213",$10.29,$9.49,$0.31,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Chicken Pot Pie, Frozen Meal, 10 oz",4.6,"11,146",,$3.69,$0.37,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's New Orleans Style Chicken Alfredo Bowl, Frozen Meal, 11 oz",4.5,"1,636",$4.79,$3.99,$0.36,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Sweet and Sour Chicken, Frozen Meal, 14 oz",4.3,"1,894",,$4.49,$0.32,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Banana Cream Pie Frozen Dessert, 34.9 oz",4.3,"1,143",$10.29,$9.49,$0.27,Yes
https://www.amazon.com/s?k=lean+cuisine&i=grocery&bbn=10329849011&rh=p_89%3ALean+Cuisine,Lean Cuisine Favorites Baked Chicken Frozen Meal,4.4,370,,$4.39,$0.51,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,"Stouffer's Large Size Macaroni Cheese Frozen Meal, Pasta",4.7,"2,060",$5.99,$5.39,$0.27,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Macaroni and Beef Frozen Meal,4.3,"2,529",,$3.79,$0.47,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Family Size Meat Lovers Lasagna Frozen Meal,4.6,"1,232",,$10.99,$0.32,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,"Stouffer's Fish Filet Frozen Meal, 10201",4.2,371,,$5.49,$0.19,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Family Size Chicken Broccoli Pasta Bake Frozen Meal,4.5,965,$11.99,$10.99,$0.27,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Family Size Grandma's Chicken Vegetable Rice Bake Frozen Meal,4.5,"1,110",$11.99,$10.99,$0.31,Yes
https://www.amazon.com/s?k=Stouffer%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AStouffer%27s,Stouffer's Cheddar Potato Bake Frozen Meal,4.5,"1,035",,$3.69,$0.37,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Chocolate Satin Pie Frozen Dessert, 25.6 oz",4.6,"1,197",$10.29,$9.49,$0.37,Yes
https://www.amazon.com/s?k=Marie+Callender%E2%80%99s&i=grocery&bbn=10329849011&rh=p_89%3AMarie+Callender%27s,"Marie Callender's Key Lime Pie Frozen Dessert, 30.4 oz",4.4,"1,189",$10.29,$9.49,$0.08,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Mexican Casserole Bowl, Made with Organic Tomatoes, Corn and Black Beans, Gluten Free, 9.5 oz.",4.5,"1,826",,$5.99,$0.63,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Cheese Enchilada Entree, Gluten Free, 9 oz.",4.5,"5,103",,$5.99,$0.67,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Pad Thai, Made with Organic Rice Noodles, Broccoli and Carrots, Vegan & Gluten Free, 9.5 oz",4.3,"4,046",$6.49,$5.99,$0.63,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Chili Mac and Cheese Pasta Bowl, Made with Organic Rice Pasta, Tomatoes and Beans, Gluten Free, 9 oz.",4.4,"2,713",$6.79,$5.99,$0.67,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Spinach Pizza, Made with Feta, Mozzarella and Organic Tomatoes, Hand Stretched Crust, Full Size",4.4,"3,152",,$9.99,$0.71,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Pasta Bowl, Broccoli and Cheddar Cheese Bake, Gluten Free, 9.5 oz.",4.6,"1,918",,$5.99,$0.63,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Evol Chicken Enchilada Bake, Single Serve, Gluten Free, 20 Grams of Protein Per Serving, 9 oz (frozen)",4.2,"1,578",,$4.69,$0.52,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Mac and Cheese Made with Organic Pasta and Cheddar Cheese, 9.0 oz",4.4,"4,911",,$4.49,$0.50,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Cheddar Cheese Burrito with Beans and Rice, Frozen Meals, 6.0 oz oz",4.5,"2,893",,$3.39,$0.57,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Mushroom Risotto Bowl, Made with Parmesan Cheese, Gluten Free, 9.5 oz",4.3,"1,530",,$6.49,$0.68,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, 3 Cheese and Kale Bake Bowl, Made with Organic Rice Pasta and Veggies, Gluten Free, 8.5oz",4.7,"1,246",,$5.99,$0.70,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Entrees, Chinese Noodles & Veggies in a Cashew Cream Sauce, 9.5 oz.",4.4,624,,$5.99,$0.63,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Evol Egg and Green Chile Burrito, 13 Grams of Protein Per Serving, 6 oz (frozen)",4.3,"2,964",,$2.39,$0.40,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Evol Truffle Parmesan Mac and Cheese, Vegetarian, Single Serve, 14 Grams of Protein Per Serving, 8 oz (frozen)",4.4,"3,075",,$4.69,$0.59,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Evol Morning Bowl, Smoked Uncured Ham Benedict with Eggs and Vegetables in a Lemon Hollandaise Sauce, 7.5 oz (frozen)",4.3,265,,$3.78,$0.50,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Evol Portabella and Goat Cheese Ravioli, Single Serve, Vegetarian, 15 Grams of Protein Per Serving, 8.75 oz (frozen)",4.4,"1,042",,$4.69,$0.53,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Evol, Bowl Teriyaki Chicken, 9 Ounce",4.3,544,,$4.39,$0.49,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Evol Fire Grilled Steak, Single Serve, Gluten Free, 18 Grams of Protein Per Serving, 9 oz (frozen)",4.4,"2,112",,$4.69,$0.52,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Evol Butternut Squash and Sage Ravioli, Single Serve, Vegetarian, 12 Grams of Protein Per Serving, 8.13 oz (frozen)",4.4,"1,288",,$4.69,$0.58,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Country Chef Quiche, Lorraine (24 oz)",4.4,285,,$12.99,$0.54,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Amy's Frozen Bowls, Asian Dumplings In a Savory Hoisin Sauce, Vegan, 8.5 oz.",4.0,205,,$6.29,$0.74,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Indian Palak Paneer, Made with Basmati Rice, Cheese, Organic Spinach & Beans, Gluten Free, 10 oz.",4.4,"1,167",,$6.49,$0.65,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Chili with Vegetables, Medium Spice, Gluten Free & Organic Vegetarian Chili, 14.7 Oz",4.5,"6,218",,$4.99,$0.34,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Brown Rice, Black-Eyed Peas & Veggies Bowl, Made with Organic Tomatoes and Mushrooms, Gluten Free, 9 oz",4.5,839,,$5.99,$0.67,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Black Bean Enchilada, Organic and Dairy Free, Gluten Free, 9.5 oz.",4.5,"1,478",$6.69,$5.99,$0.63,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Vegan Burrito with Beans & Rice, Dairy Free Frozen Meals, 6.0 oz",4.6,"1,109",,$3.39,$0.57,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meal, Country Cheddar Bowl, Made with Organic Potatoes, Carrots and Broccoli, 9.5 oz.",4.5,816,,$5.99,$0.63,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Indian Mattar Paneer, Made with Basmati Rice, Cheese, Organic Tomatoes, Peas & Garbanzo Beans, Gluten Free, 10 oz.",4.6,"1,643",,$6.49,$0.65,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Soup, Organic Butternut Squash, Made with Olive Oil and Garlic, Light in Sodium, Low Fat, Vegan, 14.1 oz",4.3,937,,$4.99,$0.35,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Bowls, Asian Dumplings In a Savory Hoisin Sauce, Vegan, 8.5 oz.",4.0,205,,$6.29,$0.74,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Amazon Brand - Aplenty, Chicken Tikka Masala with Basmati Saffron Rice, 10 oz (Frozen)",4.4,"1,052",,$5.12,$0.51,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Zatarain's Bourbon Chicken Pasta (Frozen Meal), 10.5 oz",4.2,229,,$4.09,$0.39,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,Atkins Crustless Chicken Pot Pie,4.1,113,$8.34,$5.39,$0.60,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"365 by Whole Foods Market, Eggs Hard Cooked Medium Grade A, 6 Count",4.4,"7,629",,$3.79,$0.63,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"365 by Whole Foods Market, Burrito Bean Rice, 6 Ounce",4.3,"4,626",,$2.99,$0.50,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Rao's Made for Home Penne alla Vodka, Frozen Meals, 9 oz, Premium Quality Italian Tomatoes and Pasta",4.4,623,$6.49,$5.79,$0.64,No
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Vegan Vegetable Lasagna, Made with Organic Vegetables and Cheeze (Vegan Cheese), Gluten Free, 9 oz.",4.5,"1,618",,$5.99,$0.67,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Chile Relleno Casserole Bowl, Made with Organic Rice and Black Beans, Gluten Free, 9 oz.",4.5,479,,$6.49,$0.72,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Rice Mac and Cheese, Made with Rice Pasta and Cheddar Cheese, Gluten Free, 9 oz.",4.6,"1,655",,$4.99,$0.55,Yes
https://www.amazon.com/s?k=amy%27s+kitchen&i=grocery&bbn=10329849011&rh=p_89%3AAmy%27s,"Amy's Frozen Meals, Pesto Tortellini Pasta Bowl, Made with Parmesan Cheese and Organic Basil, 9.5 oz.",4.5,901,,$5.99,$0.63,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Dole Frozen Dark Chocolate Dippers, Dark Chocolate Covered Banana Slices, 1.55 Oz Pack, 6 Snacks",4.5,"2,110",$5.29,$4.59,$0.49,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Amy's Frozen Meals, Pasta Bowl, Broccoli and Cheddar Cheese Bake, Gluten Free, 9.5 oz.",4.6,"1,918",,$5.99,$0.63,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Feel Good Foods, Potstickers Chicken Gluten Free, 10 Ounce",4.5,"4,903",,$6.29,$0.63,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Saffron Road Chicken Tikka Masala With Basmati Rice Frozen Dinner, 10oz - Antibiotic Free, Gluten Free, Halal",4.3,"3,144",,$5.39,$0.54,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Brazi Bites, Garlic Asiago Bites, 11.5oz",4.4,"1,222",,$6.99,$0.61,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Amy's Frozen Meals, Vegetable Lasagna Made with Cheese, Organic Pasta & Vegetables, 9.5 oz.",4.6,840,,$5.99,$0.63,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Rao's Made for Home Chicken Parmesan, Frozen Meals, 8.5 oz, Premium Quality Italian Tomatoes, Chicken, and Parmesan",4.2,"1,978",,$5.69,$0.67,Yes
https://www.amazon.com/s?k=EVOL&i=grocery&bbn=10329849011,"Amy's Frozen Meals, Cheese Enchilada Dinner with Black Beans and Corn, Gluten Free 9 oz.",4.5,"3,046",,$5.99,$0.67,Yes
https://www.amazon.com/s?k=Hot+Pockets&i=grocery&bbn=10329849011,"Hot Pockets Pepperoni Pizza Crispy Crust Frozen Snacks, Pizza Snacks Made with Mozzarella Cheese, 54 Oz, 12 Count Frozen Sandwiches",4.7,377,,$15.84,$0.29,Yes
https://www.amazon.com/s?k=Hot+Pockets&i=grocery&bbn=10329849011,"Hot Pockets Big Bold Buffalo Style Chicken Frozen Snacks, Frozen Buffalo Chicken Sandwiches with White Meat Chicken, 13.5 Oz, 2 Count Microwave Snacks",4.0,557,,$4.56,$0.34,Yes
https://www.amazon.com/s?k=Hot+Pockets&i=grocery&bbn=10329849011,HOT POCKETS Premium Pepperoni Pizza Frozen Sandwiches 12 ct. Box Frozen Food With Mozzarella Cheese,4.7,"2,450",,$15.29,$0.28,Yes
