Company,Title,Location,Salary
Microsoft,Principal Software Engineering Manager,"Dublin, Dublin, Ireland",
Microsoft,Principal Software Engineer,"Redmond, Washington, United States",
Microsoft,Principal Product Manager,"Redmond, Washington, United States",
Microsoft,Principal Site Reliability Engineering Manager,"Redmond, Washington, United States",
Microsoft,Senior Frontend Software Engineer,"Dublin, Dublin, Ireland",
Microsoft,"Principal Service Engineer Manager,","Redmond, Washington, United States",
Microsoft,Senior Product Manager,"Redmond, Washington, United States; Austin, Texas, United States; Atlanta, Georgia, United States; Raleigh, North Carolina, United States; Reston, Virginia, United States; Washington D.C., District of Columbia, United States; Phoenix, Arizona, United States; Sunnyvale, California, United States; Mountain View, California, United States; Portland, Oregon, United States","Product Management IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Senior Technical Program Manager - Microsoft Azure Core,"Belgrade, Belgrade, Serbia",
Microsoft,Principal Reliability Engineering Manager,"Dublin, Dublin, Ireland",
Microsoft,Datacenter Integration Regional Program Manager,"London, London, United Kingdom",
Microsoft,Partner Product Design Leader,"Ra'anana, Central, Israel",
Microsoft,Principal Software Engineering Manager,"Noida, Uttar Pradesh, India",
Microsoft,Supply Chain Execution Manager,"London, London, United Kingdom",
Microsoft,Software Engineer,"Noida, Uttar Pradesh, India",
Microsoft,DC Technician I,"Dublin, Dublin, Ireland",
Microsoft,Senior Software Engineer,"London, London, United Kingdom",
Microsoft,Software Engineer - Identity/Business Data Platform,"Prague, Prague, Czech Republic",
Microsoft,EMEA Estimator,"Reading, Berkshire, United Kingdom",
Microsoft,Principal Software Engineer,"Hyderabad, Telangana, India",
Microsoft,Senior Software Engineer,"Hyderabad, Telangana, India",
Microsoft,Software Engineer 2,"Hyderabad, Telangana, India",
Microsoft,Software Engineer II,"Phoenix, Arizona, United States",
Microsoft,Project Manager-Datacenter Construction Delivery (DCD),"Melbourne, Victoria, Australia; Sydney, New South Wales, Australia",
Microsoft,Senior Cloud Network Eng,"Phoenix, Arizona, United States",
Microsoft,Senior Technical Program Manager - Engineering Fundamentals,"Redmond, Washington, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,"Principal Corporate Counsel, Construction, Design & Real Estate","Redmond, Washington, United States",
Microsoft,Senior Product Manager,"Redmond, Washington, United States; Austin, Texas, United States; Atlanta, Georgia, United States; Raleigh, North Carolina, United States; Reston, Virginia, United States; Washington D.C., District of Columbia, United States; Phoenix, Arizona, United States; Sunnyvale, California, United States; Mountain View, California, United States; Portland, Oregon, United States; Dallas, Texas, United States","Product Management IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Software Engineer 2,"Phoenix, Arizona, United States",
Microsoft,Senior Software Engineer,"Phoenix, Arizona, United States","Software Engineering IC4 - The typical base pay range for this role across the U.S. is USD $112,000 - $218,400 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $145,800 - $238,600 per year."
Microsoft,Security Operations Engineer II (PKI),"Phoenix, Arizona, United States","Security Operations Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year."
Microsoft,Software Engineer - Office 365,"Dublin, Dublin, Ireland",
Microsoft,Senior Software Engineer,"Multiple Locations, Multiple Locations, Romania",
Microsoft,Senior Software Engineer,"Nairobi, Nairobi City, Kenya",
Microsoft,Senior Software Engineer,"Nairobi, Nairobi City, Kenya",
Microsoft,Software Engineer II,"Bangalore, Karnataka, India",
Microsoft,Software Engineer II,"Bangalore, Karnataka, India",
Microsoft,Datacenter Technician (Hong Kong),"Hong Kong, Other, Hong Kong SAR",
Microsoft,Principal Engineering Manager,"Hyderabad, Telangana, India",
Microsoft,Senior Software Engineer,"Multiple Locations, Multiple Locations, Romania",
Microsoft,Software Engineer - Enterprise Security Posture and Microsoft Defender for Cloud,"Herzliya, Tel Aviv, Israel",
Microsoft,Senior Software Engineer,"Suzhou, Jiangsu, China",
Microsoft,Software Engineering Manager - M365 Search,"Suzhou, Jiangsu, China",
Microsoft,CE Mechanical Engineer,"Amsterdam, Noord-Holland, Netherlands",
Microsoft,Senior Software Engineer,"Hyderabad, Telangana, India",
Microsoft,Principal Software Engineering Manager,"Bangalore, Karnataka, India",
Microsoft,Site Reliability Engineer 2,"Hyderabad, Telangana, India",
Microsoft,Software Engineer II_Text to Speech,"Beijing, Beijing, China",
Microsoft,*Senior Software Engineer Microsoft Defender for Cloud Apps (TLV),"Tel Aviv, Tel Aviv, Israel",
Microsoft,*Software Engineer - Microsoft Defender for Cloud Apps (TLV),"Tel Aviv, Tel Aviv, Israel",
Microsoft,Principal Software Engineer,"Herzliya, Tel Aviv, Israel",
Microsoft,Product Manager,"Multiple Locations, Multiple Locations, Kenya",
Microsoft,Senior Software Engineer,"Bellevue, Washington, United States","There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year."
Microsoft,Data Center Senior Construction Project Manager,"Vienna, Wien, Austria",
Microsoft,Data Center Senior Construction Project Manager,"Milan, Milano, Italy",
Microsoft,Senior Fulfillment & Logistics Manager,"Schiphol, Noord-Holland, Netherlands",
Microsoft,Senior Data Scientist,"Cairo, Cairo, Egypt",
Microsoft,Principal Site Reliability Engineer,"Hyderabad, Telangana, India",
Microsoft,Software Engineer 2,"Hyderabad, Telangana, India",
Microsoft,Data Center Technician,"Berlin, Berlin, Germany",
Microsoft,Senior Business Program Manager Lead - Temporary Contract Maternity Leave Replacement,"Tallinn, Harjumaa, Estonia",
Microsoft,Site Reliability Engineer 2,"Hyderabad, Telangana, India",
Microsoft,Software Engineer I/II,"Redmond, Washington, United States; Atlanta, Georgia, United States; Dallas, Texas, United States; Vancouver, British Columbia, Canada","Software Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year."
Microsoft,Site Reliability Engineering,"Sydney, New South Wales, Australia",
Microsoft,Principal Software Engineering Manager,"Bucharest, Bucharest, Romania",
Microsoft,Software Engineer - CTJ,"Redmond, Washington, United States; Reston, Virginia, United States; Elkridge, Maryland, United States; Atlanta, Georgia, United States",
Microsoft,Data Center Technician,"Milan, Milano, Italy",
Microsoft,Data Center Project Manager - IT / Network,"Helsinki, Uusimaa, Finland",
Microsoft,Data Center Technician,"Middenmeer, Noord-Holland, Netherlands",
Microsoft,SENIOR SOFTWARE ENGINEER - Purview China Team,"Shanghai, Shanghai, China",
Microsoft,Senior Product Manager,"Hyderabad, Telangana, India",
Microsoft,Lead Technical Animator – Gears of War – The Coalition,"Vancouver, British Columbia, Canada",
Microsoft,Senior Software Engineer - Mobile iOS / Android,"Vancouver, British Columbia, Canada",
Microsoft,"Manager, Supply Planning","Austin, Texas, United States","Supply Planning IC4 - The typical base pay range for this role across the U.S. is USD $91,800 - $178,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $117,900 - $195,000 per year."
Microsoft,Senior Product Manager - Azure Communication Services,"Prague, Prague, Czech Republic",
Microsoft,Partner Marketing Manager - Consumer Sales Organisation- Poland,"Warsaw, Mazowieckie, Poland",
Microsoft,Senior Software Engineer Romania Dev Center,"Multiple Locations, Multiple Locations, Romania; Bucharest, Bucharest, Romania; Iasi, Iasi, Romania; Timisoara, Timis, Romania",
Microsoft,Principal Software Development Leader – Azure Sovereign Foundations,"Dublin, Dublin, Ireland",
Microsoft,HR Shared Services Manager,"Makati City, Metro Manila, Philippines",
Microsoft,Senior HR Shared Services Manager,"Makati City, Metro Manila, Philippines",
Microsoft,Datacenter Technician,"Jamnagar, Gujarat, India",
Microsoft,Sr Product Manager,"Multiple Locations, Multiple Locations, India",
Microsoft,Datacenter Engineering Principal Design Manager - APAC,"Tokyo, Tokyo-to, Japan",
Microsoft,"Principal Product Manager - CTJ, Poly","Reston, Virginia, United States","Product Management IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,Principal People Scientist – Thought Leadership Lead,"Redmond, Washington, United States","Data Science IC5 - The typical base pay range for this role across the U.S. is USD $133,600 - $256,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $173,200 - $282,200 per year."
Microsoft,"Director, Integrated Business Planning (IBP)","Redmond, Washington, United States; Austin, Texas, United States; Sunnyvale, California, United States","Supply Planning IC6 - The typical base pay range for this role across the U.S. is USD $124,800 - $266,800 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $159,000 - $292,200 per year."
Microsoft,Site Reliability Engineer II - CTJ,"Redmond, Washington, United States","Site Reliability Engineering IC3 - The typical base pay range for this role across the U.S. is USD $94,300 - $182,600 per year. There is a different range applicable to specific work locations, within the San Francisco Bay area and New York City metropolitan area, and the base pay range for this role in those locations is USD $120,900 - $198,600 per year."
